,question_id,poll_id,state,pollster_id,pollster,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,internal,url,race_id,answer,candidate_id,candidate_name,candidate_party,pct,start_date,end_date,created_at,Poll_Time,end_date_month,end_date_year
15860,94432,58049,Pennsylvania,1418,WPA Intelligence (WPAi),WPA Intelligence,383.0,WPA Intelligence (WPAi),B/C,200.0,lv,lv,Live Phone,False,https://www.washingtonexaminer.com/news/campaigns/gop-poll-reassuring-for-trump-in-key-states-but-offers-warning-about-michigan,6249,Biden,13256,Joseph R. Biden Jr.,DEM,46.0,2019-04-27 00:00:00,2019-04-30 00:00:00,2019-05-11 12:55:00,3 days,4,2019
15861,94432,58049,Pennsylvania,1418,WPA Intelligence (WPAi),WPA Intelligence,383.0,WPA Intelligence (WPAi),B/C,200.0,lv,lv,Live Phone,False,https://www.washingtonexaminer.com/news/campaigns/gop-poll-reassuring-for-trump-in-key-states-but-offers-warning-about-michigan,6249,Trump,13254,Donald Trump,REP,45.0,2019-04-27 00:00:00,2019-04-30 00:00:00,2019-05-11 12:55:00,3 days,4,2019
15884,94251,57962,Texas,1102,Emerson College,Emerson College,88.0,Emerson College,A-,799.0,rv,rv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/2020-texas-biden-and-beto-in-dead-heat-in-democratic-primary,6254,Biden,13256,Joseph R. Biden Jr.,DEM,50.5,2019-04-25 00:00:00,2019-04-28 00:00:00,2019-04-29 07:41:00,3 days,4,2019
15885,94251,57962,Texas,1102,Emerson College,Emerson College,88.0,Emerson College,A-,799.0,rv,rv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/2020-texas-biden-and-beto-in-dead-heat-in-democratic-primary,6254,Trump,13254,Donald Trump,REP,49.5,2019-04-25 00:00:00,2019-04-28 00:00:00,2019-04-29 07:41:00,3 days,4,2019
15886,94252,57962,Texas,1102,Emerson College,Emerson College,88.0,Emerson College,A-,799.0,rv,rv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/2020-texas-biden-and-beto-in-dead-heat-in-democratic-primary,6254,O'Rourke,13276,Beto O'Rourke,DEM,50.3,2019-04-25 00:00:00,2019-04-28 00:00:00,2019-04-29 07:41:00,3 days,4,2019
15887,94252,57962,Texas,1102,Emerson College,Emerson College,88.0,Emerson College,A-,799.0,rv,rv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/2020-texas-biden-and-beto-in-dead-heat-in-democratic-primary,6254,Trump,13254,Donald Trump,REP,49.7,2019-04-25 00:00:00,2019-04-28 00:00:00,2019-04-29 07:41:00,3 days,4,2019
15888,94253,57962,Texas,1102,Emerson College,Emerson College,88.0,Emerson College,A-,799.0,rv,rv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/2020-texas-biden-and-beto-in-dead-heat-in-democratic-primary,6254,Sanders,13257,Bernard Sanders,DEM,48.9,2019-04-25 00:00:00,2019-04-28 00:00:00,2019-04-29 07:42:00,3 days,4,2019
15889,94253,57962,Texas,1102,Emerson College,Emerson College,88.0,Emerson College,A-,799.0,rv,rv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/2020-texas-biden-and-beto-in-dead-heat-in-democratic-primary,6254,Trump,13254,Donald Trump,REP,51.1,2019-04-25 00:00:00,2019-04-28 00:00:00,2019-04-29 07:42:00,3 days,4,2019
15890,94254,57962,Texas,1102,Emerson College,Emerson College,88.0,Emerson College,A-,799.0,rv,rv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/2020-texas-biden-and-beto-in-dead-heat-in-democratic-primary,6254,Harris,13288,Kamala D. Harris,DEM,45.8,2019-04-25 00:00:00,2019-04-28 00:00:00,2019-04-29 07:42:00,3 days,4,2019
15891,94254,57962,Texas,1102,Emerson College,Emerson College,88.0,Emerson College,A-,799.0,rv,rv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/2020-texas-biden-and-beto-in-dead-heat-in-democratic-primary,6254,Trump,13254,Donald Trump,REP,54.2,2019-04-25 00:00:00,2019-04-28 00:00:00,2019-04-29 07:42:00,3 days,4,2019
15892,94255,57962,Texas,1102,Emerson College,Emerson College,88.0,Emerson College,A-,799.0,rv,rv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/2020-texas-biden-and-beto-in-dead-heat-in-democratic-primary,6254,Warren,13258,Elizabeth Warren,DEM,46.9,2019-04-25 00:00:00,2019-04-28 00:00:00,2019-04-29 07:42:00,3 days,4,2019
15893,94255,57962,Texas,1102,Emerson College,Emerson College,88.0,Emerson College,A-,799.0,rv,rv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/2020-texas-biden-and-beto-in-dead-heat-in-democratic-primary,6254,Trump,13254,Donald Trump,REP,53.1,2019-04-25 00:00:00,2019-04-28 00:00:00,2019-04-29 07:42:00,3 days,4,2019
15894,94256,57962,Texas,1102,Emerson College,Emerson College,88.0,Emerson College,A-,799.0,rv,rv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/2020-texas-biden-and-beto-in-dead-heat-in-democratic-primary,6254,Buttigieg,13345,Pete Buttigieg,DEM,46.3,2019-04-25 00:00:00,2019-04-28 00:00:00,2019-04-29 07:42:00,3 days,4,2019
15895,94256,57962,Texas,1102,Emerson College,Emerson College,88.0,Emerson College,A-,799.0,rv,rv,IVR/Online,False,https://emersonpolling.reportablenews.com/pr/2020-texas-biden-and-beto-in-dead-heat-in-democratic-primary,6254,Trump,13254,Donald Trump,REP,53.7,2019-04-25 00:00:00,2019-04-28 00:00:00,2019-04-29 07:42:00,3 days,4,2019
15914,94218,57947,Wisconsin,573,Zogby Interactive/JZ Analytics,Zogby Analytics,395.0,Zogby Interactive/JZ Analytics,C+,802.0,lv,lv,Online,False,https://zogbyanalytics.com/news/886-the-zogby-poll-biden-and-sanders-dominant-against-trump-in-wisconsin-trump-neck-and-neck-with-harris-buttigieg-and-o-rourke-trump-performs-well-with-suburban-women,6259,Warren,13258,Elizabeth Warren,DEM,47.0,2019-04-15 00:00:00,2019-04-18 00:00:00,2019-04-24 16:02:00,3 days,4,2019
15915,94218,57947,Wisconsin,573,Zogby Interactive/JZ Analytics,Zogby Analytics,395.0,Zogby Interactive/JZ Analytics,C+,802.0,lv,lv,Online,False,https://zogbyanalytics.com/news/886-the-zogby-poll-biden-and-sanders-dominant-against-trump-in-wisconsin-trump-neck-and-neck-with-harris-buttigieg-and-o-rourke-trump-performs-well-with-suburban-women,6259,Trump,13254,Donald Trump,REP,41.0,2019-04-15 00:00:00,2019-04-18 00:00:00,2019-04-24 16:02:00,3 days,4,2019
15916,94219,57947,Wisconsin,573,Zogby Interactive/JZ Analytics,Zogby Analytics,395.0,Zogby Interactive/JZ Analytics,C+,802.0,lv,lv,Online,False,https://zogbyanalytics.com/news/886-the-zogby-poll-biden-and-sanders-dominant-against-trump-in-wisconsin-trump-neck-and-neck-with-harris-buttigieg-and-o-rourke-trump-performs-well-with-suburban-women,6259,Sanders,13257,Bernard Sanders,DEM,49.0,2019-04-15 00:00:00,2019-04-18 00:00:00,2019-04-24 16:02:00,3 days,4,2019
15917,94219,57947,Wisconsin,573,Zogby Interactive/JZ Analytics,Zogby Analytics,395.0,Zogby Interactive/JZ Analytics,C+,802.0,lv,lv,Online,False,https://zogbyanalytics.com/news/886-the-zogby-poll-biden-and-sanders-dominant-against-trump-in-wisconsin-trump-neck-and-neck-with-harris-buttigieg-and-o-rourke-trump-performs-well-with-suburban-women,6259,Trump,13254,Donald Trump,REP,42.0,2019-04-15 00:00:00,2019-04-18 00:00:00,2019-04-24 16:02:00,3 days,4,2019
15918,94220,57947,Wisconsin,573,Zogby Interactive/JZ Analytics,Zogby Analytics,395.0,Zogby Interactive/JZ Analytics,C+,802.0,lv,lv,Online,False,https://zogbyanalytics.com/news/886-the-zogby-poll-biden-and-sanders-dominant-against-trump-in-wisconsin-trump-neck-and-neck-with-harris-buttigieg-and-o-rourke-trump-performs-well-with-suburban-women,6259,Biden,13256,Joseph R. Biden Jr.,DEM,50.0,2019-04-15 00:00:00,2019-04-18 00:00:00,2019-04-24 16:02:00,3 days,4,2019
15919,94220,57947,Wisconsin,573,Zogby Interactive/JZ Analytics,Zogby Analytics,395.0,Zogby Interactive/JZ Analytics,C+,802.0,lv,lv,Online,False,https://zogbyanalytics.com/news/886-the-zogby-poll-biden-and-sanders-dominant-against-trump-in-wisconsin-trump-neck-and-neck-with-harris-buttigieg-and-o-rourke-trump-performs-well-with-suburban-women,6259,Trump,13254,Donald Trump,REP,40.0,2019-04-15 00:00:00,2019-04-18 00:00:00,2019-04-24 16:02:00,3 days,4,2019
15920,94221,57947,Wisconsin,573,Zogby Interactive/JZ Analytics,Zogby Analytics,395.0,Zogby Interactive/JZ Analytics,C+,802.0,lv,lv,Online,False,https://zogbyanalytics.com/news/886-the-zogby-poll-biden-and-sanders-dominant-against-trump-in-wisconsin-trump-neck-and-neck-with-harris-buttigieg-and-o-rourke-trump-performs-well-with-suburban-women,6259,Harris,13288,Kamala D. Harris,DEM,43.0,2019-04-15 00:00:00,2019-04-18 00:00:00,2019-04-24 16:02:00,3 days,4,2019
15921,94221,57947,Wisconsin,573,Zogby Interactive/JZ Analytics,Zogby Analytics,395.0,Zogby Interactive/JZ Analytics,C+,802.0,lv,lv,Online,False,https://zogbyanalytics.com/news/886-the-zogby-poll-biden-and-sanders-dominant-against-trump-in-wisconsin-trump-neck-and-neck-with-harris-buttigieg-and-o-rourke-trump-performs-well-with-suburban-women,6259,Trump,13254,Donald Trump,REP,42.0,2019-04-15 00:00:00,2019-04-18 00:00:00,2019-04-24 16:02:00,3 days,4,2019
15922,94222,57947,Wisconsin,573,Zogby Interactive/JZ Analytics,Zogby Analytics,395.0,Zogby Interactive/JZ Analytics,C+,802.0,lv,lv,Online,False,https://zogbyanalytics.com/news/886-the-zogby-poll-biden-and-sanders-dominant-against-trump-in-wisconsin-trump-neck-and-neck-with-harris-buttigieg-and-o-rourke-trump-performs-well-with-suburban-women,6259,O'Rourke,13276,Beto O'Rourke,DEM,44.0,2019-04-15 00:00:00,2019-04-18 00:00:00,2019-04-24 16:03:00,3 days,4,2019
15923,94222,57947,Wisconsin,573,Zogby Interactive/JZ Analytics,Zogby Analytics,395.0,Zogby Interactive/JZ Analytics,C+,802.0,lv,lv,Online,False,https://zogbyanalytics.com/news/886-the-zogby-poll-biden-and-sanders-dominant-against-trump-in-wisconsin-trump-neck-and-neck-with-harris-buttigieg-and-o-rourke-trump-performs-well-with-suburban-women,6259,Trump,13254,Donald Trump,REP,41.0,2019-04-15 00:00:00,2019-04-18 00:00:00,2019-04-24 16:03:00,3 days,4,2019
15924,94223,57947,Wisconsin,573,Zogby Interactive/JZ Analytics,Zogby Analytics,395.0,Zogby Interactive/JZ Analytics,C+,802.0,lv,lv,Online,False,https://zogbyanalytics.com/news/886-the-zogby-poll-biden-and-sanders-dominant-against-trump-in-wisconsin-trump-neck-and-neck-with-harris-buttigieg-and-o-rourke-trump-performs-well-with-suburban-women,6259,Buttigieg,13345,Pete Buttigieg,DEM,44.0,2019-04-15 00:00:00,2019-04-18 00:00:00,2019-04-24 16:03:00,3 days,4,2019
15925,94223,57947,Wisconsin,573,Zogby Interactive/JZ Analytics,Zogby Analytics,395.0,Zogby Interactive/JZ Analytics,C+,802.0,lv,lv,Online,False,https://zogbyanalytics.com/news/886-the-zogby-poll-biden-and-sanders-dominant-against-trump-in-wisconsin-trump-neck-and-neck-with-harris-buttigieg-and-o-rourke-trump-performs-well-with-suburban-women,6259,Trump,13254,Donald Trump,REP,41.0,2019-04-15 00:00:00,2019-04-18 00:00:00,2019-04-24 16:03:00,3 days,4,2019
15926,94189,57931,Michigan,495,Tulchin Research,Tulchin Research,340.0,Tulchin Research,B/C,400.0,lv,lv,Online,True,https://tulchinresearch.com/wp-content/uploads/2019/04/Tulchin-Research-Memo-Sanders-Defeating-Trump-in-Industrial-Battleground-States-4-19-final.pdf,6233,Sanders,13257,Bernard Sanders,DEM,52.0,2019-04-14 00:00:00,2019-04-18 00:00:00,2019-04-22 18:41:00,4 days,4,2019
15927,94189,57931,Michigan,495,Tulchin Research,Tulchin Research,340.0,Tulchin Research,B/C,400.0,lv,lv,Online,True,https://tulchinresearch.com/wp-content/uploads/2019/04/Tulchin-Research-Memo-Sanders-Defeating-Trump-in-Industrial-Battleground-States-4-19-final.pdf,6233,Trump,13254,Donald Trump,REP,41.0,2019-04-14 00:00:00,2019-04-18 00:00:00,2019-04-22 18:41:00,4 days,4,2019
15928,94190,57932,Wisconsin,495,Tulchin Research,Tulchin Research,340.0,Tulchin Research,B/C,400.0,lv,lv,Online,True,https://tulchinresearch.com/wp-content/uploads/2019/04/Tulchin-Research-Memo-Sanders-Defeating-Trump-in-Industrial-Battleground-States-4-19-final.pdf,6259,Sanders,13257,Bernard Sanders,DEM,52.0,2019-04-14 00:00:00,2019-04-18 00:00:00,2019-04-22 18:41:00,4 days,4,2019
15929,94190,57932,Wisconsin,495,Tulchin Research,Tulchin Research,340.0,Tulchin Research,B/C,400.0,lv,lv,Online,True,https://tulchinresearch.com/wp-content/uploads/2019/04/Tulchin-Research-Memo-Sanders-Defeating-Trump-in-Industrial-Battleground-States-4-19-final.pdf,6259,Trump,13254,Donald Trump,REP,42.0,2019-04-14 00:00:00,2019-04-18 00:00:00,2019-04-22 18:41:00,4 days,4,2019
15930,94191,57933,Pennsylvania,495,Tulchin Research,Tulchin Research,340.0,Tulchin Research,B/C,400.0,lv,lv,Online,True,https://tulchinresearch.com/wp-content/uploads/2019/04/Tulchin-Research-Memo-Sanders-Defeating-Trump-in-Industrial-Battleground-States-4-19-final.pdf,6249,Sanders,13257,Bernard Sanders,DEM,51.0,2019-04-14 00:00:00,2019-04-18 00:00:00,2019-04-22 18:41:00,4 days,4,2019
15931,94191,57933,Pennsylvania,495,Tulchin Research,Tulchin Research,340.0,Tulchin Research,B/C,400.0,lv,lv,Online,True,https://tulchinresearch.com/wp-content/uploads/2019/04/Tulchin-Research-Memo-Sanders-Defeating-Trump-in-Industrial-Battleground-States-4-19-final.pdf,6249,Trump,13254,Donald Trump,REP,43.0,2019-04-14 00:00:00,2019-04-18 00:00:00,2019-04-22 18:41:00,4 days,4,2019
15944,101771,59437,Missouri,1056,Remington Research Group,Remington Research Group,279.0,Remington Research Group,C-,955.0,lv,lv,Automated Phone,False,https://moscout.com/s/MOSCOUT-041219.pptx,6235,Biden,13256,Joseph R. Biden Jr.,DEM,43.0,2019-04-10 00:00:00,2019-04-11 00:00:00,2019-08-26 20:42:00,1 days,4,2019
15945,101771,59437,Missouri,1056,Remington Research Group,Remington Research Group,279.0,Remington Research Group,C-,955.0,lv,lv,Automated Phone,False,https://moscout.com/s/MOSCOUT-041219.pptx,6235,Trump,13254,Donald Trump,REP,51.0,2019-04-10 00:00:00,2019-04-11 00:00:00,2019-08-26 20:42:00,1 days,4,2019
15946,101772,59437,Missouri,1056,Remington Research Group,Remington Research Group,279.0,Remington Research Group,C-,955.0,lv,lv,Automated Phone,False,https://moscout.com/s/MOSCOUT-041219.pptx,6235,Sanders,13257,Bernard Sanders,DEM,39.0,2019-04-10 00:00:00,2019-04-11 00:00:00,2019-08-26 20:42:00,1 days,4,2019
15947,101772,59437,Missouri,1056,Remington Research Group,Remington Research Group,279.0,Remington Research Group,C-,955.0,lv,lv,Automated Phone,False,https://moscout.com/s/MOSCOUT-041219.pptx,6235,Trump,13254,Donald Trump,REP,51.0,2019-04-10 00:00:00,2019-04-11 00:00:00,2019-08-26 20:42:00,1 days,4,2019
15948,101773,59437,Missouri,1056,Remington Research Group,Remington Research Group,279.0,Remington Research Group,C-,955.0,lv,lv,Automated Phone,False,https://moscout.com/s/MOSCOUT-041219.pptx,6235,O'Rourke,13276,Beto O'Rourke,DEM,38.0,2019-04-10 00:00:00,2019-04-11 00:00:00,2019-08-26 20:42:00,1 days,4,2019
15949,101773,59437,Missouri,1056,Remington Research Group,Remington Research Group,279.0,Remington Research Group,C-,955.0,lv,lv,Automated Phone,False,https://moscout.com/s/MOSCOUT-041219.pptx,6235,Trump,13254,Donald Trump,REP,51.0,2019-04-10 00:00:00,2019-04-11 00:00:00,2019-08-26 20:42:00,1 days,4,2019
15950,101774,59437,Missouri,1056,Remington Research Group,Remington Research Group,279.0,Remington Research Group,C-,955.0,lv,lv,Automated Phone,False,https://moscout.com/s/MOSCOUT-041219.pptx,6235,Harris,13288,Kamala D. Harris,DEM,36.0,2019-04-10 00:00:00,2019-04-11 00:00:00,2019-08-26 20:43:00,1 days,4,2019
15951,101774,59437,Missouri,1056,Remington Research Group,Remington Research Group,279.0,Remington Research Group,C-,955.0,lv,lv,Automated Phone,False,https://moscout.com/s/MOSCOUT-041219.pptx,6235,Trump,13254,Donald Trump,REP,52.0,2019-04-10 00:00:00,2019-04-11 00:00:00,2019-08-26 20:43:00,1 days,4,2019
15962,93988,57834,Massachusetts,1102,Emerson College,Emerson College,88.0,Emerson College,A-,761.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/massachusetts-2020-sanders-biden-lead-warren-in-her-home-state,6230,Warren,13258,Elizabeth Warren,DEM,63.1,2019-04-04 00:00:00,2019-04-07 00:00:00,2019-04-07 16:37:00,3 days,4,2019
15963,93988,57834,Massachusetts,1102,Emerson College,Emerson College,88.0,Emerson College,A-,761.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/massachusetts-2020-sanders-biden-lead-warren-in-her-home-state,6230,Trump,13254,Donald Trump,REP,36.9,2019-04-04 00:00:00,2019-04-07 00:00:00,2019-04-07 16:37:00,3 days,4,2019
15964,93989,57834,Massachusetts,1102,Emerson College,Emerson College,88.0,Emerson College,A-,761.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/massachusetts-2020-sanders-biden-lead-warren-in-her-home-state,6230,Biden,13256,Joseph R. Biden Jr.,DEM,68.8,2019-04-04 00:00:00,2019-04-07 00:00:00,2019-04-07 16:37:00,3 days,4,2019
15965,93989,57834,Massachusetts,1102,Emerson College,Emerson College,88.0,Emerson College,A-,761.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/massachusetts-2020-sanders-biden-lead-warren-in-her-home-state,6230,Trump,13254,Donald Trump,REP,31.2,2019-04-04 00:00:00,2019-04-07 00:00:00,2019-04-07 16:37:00,3 days,4,2019
15966,93990,57834,Massachusetts,1102,Emerson College,Emerson College,88.0,Emerson College,A-,761.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/massachusetts-2020-sanders-biden-lead-warren-in-her-home-state,6230,Sanders,13257,Bernard Sanders,DEM,63.8,2019-04-04 00:00:00,2019-04-07 00:00:00,2019-04-07 16:37:00,3 days,4,2019
15967,93990,57834,Massachusetts,1102,Emerson College,Emerson College,88.0,Emerson College,A-,761.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/massachusetts-2020-sanders-biden-lead-warren-in-her-home-state,6230,Trump,13254,Donald Trump,REP,36.2,2019-04-04 00:00:00,2019-04-07 00:00:00,2019-04-07 16:37:00,3 days,4,2019
16000,93892,57799,Nevada,1102,Emerson College,Emerson College,88.0,Emerson College,A-,719.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/nevada-2020-biden-and-sanders-lead-democratic-primary-field-trump-looks-to-flip-the-silver-state-red,6244,Warren,13258,Elizabeth Warren,DEM,46.3,2019-03-28 00:00:00,2019-03-30 00:00:00,2019-03-31 13:21:00,2 days,3,2019
16001,93892,57799,Nevada,1102,Emerson College,Emerson College,88.0,Emerson College,A-,719.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/nevada-2020-biden-and-sanders-lead-democratic-primary-field-trump-looks-to-flip-the-silver-state-red,6244,Trump,13254,Donald Trump,REP,53.7,2019-03-28 00:00:00,2019-03-30 00:00:00,2019-03-31 13:21:00,2 days,3,2019
16002,93893,57799,Nevada,1102,Emerson College,Emerson College,88.0,Emerson College,A-,719.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/nevada-2020-biden-and-sanders-lead-democratic-primary-field-trump-looks-to-flip-the-silver-state-red,6244,Biden,13256,Joseph R. Biden Jr.,DEM,51.7,2019-03-28 00:00:00,2019-03-30 00:00:00,2019-03-31 13:22:00,2 days,3,2019
16003,93893,57799,Nevada,1102,Emerson College,Emerson College,88.0,Emerson College,A-,719.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/nevada-2020-biden-and-sanders-lead-democratic-primary-field-trump-looks-to-flip-the-silver-state-red,6244,Trump,13254,Donald Trump,REP,48.3,2019-03-28 00:00:00,2019-03-30 00:00:00,2019-03-31 13:22:00,2 days,3,2019
16004,93894,57799,Nevada,1102,Emerson College,Emerson College,88.0,Emerson College,A-,719.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/nevada-2020-biden-and-sanders-lead-democratic-primary-field-trump-looks-to-flip-the-silver-state-red,6244,Sanders,13257,Bernard Sanders,DEM,48.6,2019-03-28 00:00:00,2019-03-30 00:00:00,2019-03-31 13:22:00,2 days,3,2019
16005,93894,57799,Nevada,1102,Emerson College,Emerson College,88.0,Emerson College,A-,719.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/nevada-2020-biden-and-sanders-lead-democratic-primary-field-trump-looks-to-flip-the-silver-state-red,6244,Trump,13254,Donald Trump,REP,51.4,2019-03-28 00:00:00,2019-03-30 00:00:00,2019-03-31 13:22:00,2 days,3,2019
16006,93895,57799,Nevada,1102,Emerson College,Emerson College,88.0,Emerson College,A-,719.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/nevada-2020-biden-and-sanders-lead-democratic-primary-field-trump-looks-to-flip-the-silver-state-red,6244,Harris,13288,Kamala D. Harris,DEM,49.3,2019-03-28 00:00:00,2019-03-30 00:00:00,2019-03-31 13:22:00,2 days,3,2019
16007,93895,57799,Nevada,1102,Emerson College,Emerson College,88.0,Emerson College,A-,719.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/nevada-2020-biden-and-sanders-lead-democratic-primary-field-trump-looks-to-flip-the-silver-state-red,6244,Trump,13254,Donald Trump,REP,50.7,2019-03-28 00:00:00,2019-03-30 00:00:00,2019-03-31 13:22:00,2 days,3,2019
16008,93896,57799,Nevada,1102,Emerson College,Emerson College,88.0,Emerson College,A-,719.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/nevada-2020-biden-and-sanders-lead-democratic-primary-field-trump-looks-to-flip-the-silver-state-red,6244,Buttigieg,13345,Pete Buttigieg,DEM,48.0,2019-03-28 00:00:00,2019-03-30 00:00:00,2019-03-31 13:22:00,2 days,3,2019
16009,93896,57799,Nevada,1102,Emerson College,Emerson College,88.0,Emerson College,A-,719.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/nevada-2020-biden-and-sanders-lead-democratic-primary-field-trump-looks-to-flip-the-silver-state-red,6244,Trump,13254,Donald Trump,REP,52.0,2019-03-28 00:00:00,2019-03-30 00:00:00,2019-03-31 13:22:00,2 days,3,2019
16026,93866,57788,Pennsylvania,1102,Emerson College,Emerson College,88.0,Emerson College,A-,808.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/pennsylvania-2020-biden-leads-democratic-field-in-pennsylvania-biden-and-sanders-lead-trump-by-10-points-in-general-election,6249,Warren,13258,Elizabeth Warren,DEM,52.4,2019-03-26 00:00:00,2019-03-28 00:00:00,2019-03-28 18:26:00,2 days,3,2019
16027,93866,57788,Pennsylvania,1102,Emerson College,Emerson College,88.0,Emerson College,A-,808.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/pennsylvania-2020-biden-leads-democratic-field-in-pennsylvania-biden-and-sanders-lead-trump-by-10-points-in-general-election,6249,Trump,13254,Donald Trump,REP,47.6,2019-03-26 00:00:00,2019-03-28 00:00:00,2019-03-28 18:26:00,2 days,3,2019
16028,93867,57788,Pennsylvania,1102,Emerson College,Emerson College,88.0,Emerson College,A-,808.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/pennsylvania-2020-biden-leads-democratic-field-in-pennsylvania-biden-and-sanders-lead-trump-by-10-points-in-general-election,6249,Biden,13256,Joseph R. Biden Jr.,DEM,54.8,2019-03-26 00:00:00,2019-03-28 00:00:00,2019-03-28 18:26:00,2 days,3,2019
16029,93867,57788,Pennsylvania,1102,Emerson College,Emerson College,88.0,Emerson College,A-,808.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/pennsylvania-2020-biden-leads-democratic-field-in-pennsylvania-biden-and-sanders-lead-trump-by-10-points-in-general-election,6249,Trump,13254,Donald Trump,REP,45.2,2019-03-26 00:00:00,2019-03-28 00:00:00,2019-03-28 18:26:00,2 days,3,2019
16030,93868,57788,Pennsylvania,1102,Emerson College,Emerson College,88.0,Emerson College,A-,808.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/pennsylvania-2020-biden-leads-democratic-field-in-pennsylvania-biden-and-sanders-lead-trump-by-10-points-in-general-election,6249,Sanders,13257,Bernard Sanders,DEM,54.6,2019-03-26 00:00:00,2019-03-28 00:00:00,2019-03-28 18:26:00,2 days,3,2019
16031,93868,57788,Pennsylvania,1102,Emerson College,Emerson College,88.0,Emerson College,A-,808.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/pennsylvania-2020-biden-leads-democratic-field-in-pennsylvania-biden-and-sanders-lead-trump-by-10-points-in-general-election,6249,Trump,13254,Donald Trump,REP,45.4,2019-03-26 00:00:00,2019-03-28 00:00:00,2019-03-28 18:26:00,2 days,3,2019
16032,93869,57788,Pennsylvania,1102,Emerson College,Emerson College,88.0,Emerson College,A-,808.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/pennsylvania-2020-biden-leads-democratic-field-in-pennsylvania-biden-and-sanders-lead-trump-by-10-points-in-general-election,6249,Harris,13288,Kamala D. Harris,DEM,50.7,2019-03-26 00:00:00,2019-03-28 00:00:00,2019-03-28 18:26:00,2 days,3,2019
16033,93869,57788,Pennsylvania,1102,Emerson College,Emerson College,88.0,Emerson College,A-,808.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/pennsylvania-2020-biden-leads-democratic-field-in-pennsylvania-biden-and-sanders-lead-trump-by-10-points-in-general-election,6249,Trump,13254,Donald Trump,REP,49.3,2019-03-26 00:00:00,2019-03-28 00:00:00,2019-03-28 18:26:00,2 days,3,2019
16034,93870,57788,Pennsylvania,1102,Emerson College,Emerson College,88.0,Emerson College,A-,808.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/pennsylvania-2020-biden-leads-democratic-field-in-pennsylvania-biden-and-sanders-lead-trump-by-10-points-in-general-election,6249,O'Rourke,13276,Beto O'Rourke,DEM,50.8,2019-03-26 00:00:00,2019-03-28 00:00:00,2019-03-28 18:27:00,2 days,3,2019
16035,93870,57788,Pennsylvania,1102,Emerson College,Emerson College,88.0,Emerson College,A-,808.0,rv,rv,Online/IVR,False,https://emersonpolling.reportablenews.com/pr/pennsylvania-2020-biden-leads-democratic-field-in-pennsylvania-biden-and-sanders-lead-trump-by-10-points-in-general-election,6249,Trump,13254,Donald Trump,REP,49.2,2019-03-26 00:00:00,2019-03-28 00:00:00,2019-03-28 18:27:00,2 days,3,2019
